taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_name
1969,1969,GCF_013375055.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces chartreusis,strain=NA02069
1971,1971,GCF_016917755.1,Bacteria,,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces noursei,strain=A-2-1
2006,2006,GCF_017161365.1,Bacteria,,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Thermobispora,Thermobispora bispora,strain=ZC4
2014,2014,GCF_001877055.1,Bacteria,,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis dassonvillei,strain=NOCA502F
2014,2014,GCF_002260685.1,Bacteria,,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis dassonvillei,strain=HZNU_N_1
2014,2014,GCF_900638215.1,Bacteria,,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis dassonvillei,strain=NCTC10488
2021,2021,GCF_015034585.1,Bacteria,,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Thermobifida,Thermobifida fusca,strain=UPMC 901
2026,2026,GCF_001187615.2,Bacteria,,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces vulgaris,strain=CDF
2026,2026,GCF_005886755.1,Bacteria,,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces vulgaris,strain=2H
2041,2041,GCF_001509405.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium erythreum,strain=AR18
2045,2045,GCF_000785495.1,Bacteria,,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Pimelobacter,Pimelobacter simplex,strain=VKM Ac-2033D
2047,2047,GCF_013267735.1,Bacteria,,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,strain=FDAARGOS_752
2051,2051,GCF_016725225.1,Bacteria,,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii,strain=FDAARGOS_1127
2051,2051,GCF_016726965.1,Bacteria,,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii,strain=FDAARGOS_1128
2054,2054,GCF_009730435.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis,strain=FDAARGOS_676
2055,2055,GCF_001698225.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,strain=3612
2055,2055,GCF_003183825.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,strain=NRRL B-16283
2055,2055,GCF_011290605.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,strain=RL-JC02
2061,2061,GCF_900631615.1,Bacteria,,Actinobacteria,Actinomycetia,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella paurometabola,strain=NCTC10741
2074,2074,GCF_003945385.1,Bacteria,,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia autotrophica,strain=NBRC 12743
2094,2094,GCF_001547975.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis arginini,strain=HAZ145_1
2094,2094,GCF_900660725.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis arginini,strain=NCTC10129
2096,2096,GCF_004771095.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,strain=f99 Avipro vaccine
2096,2096,GCF_004771115.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,strain=f99 lab strain
2096,2096,GCF_008728895.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,strain=6/85
2096,2096,GCF_008728915.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,strain=ts-11
2096,2096,GCF_008728935.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,strain=mx-4
2096,2096,GCF_017654545.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,strain=KUVMG001
2096,2096,GCF_900476085.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma gallisepticum,strain=NCTC10115
2098,2098,GCF_000759375.2,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=TO0613
2098,2098,GCF_000947915.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=AF1
2098,2098,GCF_001017595.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=Sprott
2098,2098,GCF_002952835.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=2539
2098,2098,GCF_003663725.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=PX1114
2098,2098,GCF_013367855.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=FBG
2098,2098,GCF_013367895.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=A136
2098,2098,GCF_013367915.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=SP2565
2098,2098,GCF_013367935.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=475
2098,2098,GCF_013367955.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=SS10
2098,2098,GCF_013367975.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=SS25
2098,2098,GCF_013367995.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=VO31120
2098,2098,GCF_013368015.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=SP10291
2098,2098,GCF_013368035.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=SP3615
2098,2098,GCF_013371665.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hominis,strain=8958
2099,2099,GCF_004768725.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae,strain=ES-2
2099,2099,GCF_007923985.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae,strain=F7.2C
2099,2099,GCF_013402755.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae,strain=ES-2L
2099,2099,GCF_900660565.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae,strain=NCTC10127
2100,2100,GCF_001705605.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyorhinis,strain=MDBK-IPV
2103,2102,GCF_000800785.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma mycoides,strain=izsam_mm5713
2104,2104,GCF_001272875.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=M2192
2104,2104,GCF_001509195.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S355
2104,2104,GCF_001558175.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=C267
2104,2104,GCF_001901705.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=FH 2009
2104,2104,GCF_002090215.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S63-tet-R
2104,2104,GCF_002090235.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=FH-tet-R
2104,2104,GCF_002090275.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S68-tet-R
2104,2104,GCF_002090295.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S55-tet-R
2104,2104,GCF_002090315.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S91-tet-R
2104,2104,GCF_002095995.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S4-tet-R
2104,2104,GCF_002096015.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S34-tet-R
2104,2104,GCF_002096035.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=S12-tet-R
2104,2104,GCF_002127985.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=685
2104,2104,GCF_002128005.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=E57
2104,2104,GCF_002128025.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=549
2104,2104,GCF_002128045.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=FL8
2104,2104,GCF_002128065.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=E16
2104,2104,GCF_002128085.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=RI3
2104,2104,GCF_002128105.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=1801
2104,2104,GCF_002128125.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=CO3
2104,2104,GCF_002128145.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=FL1
2104,2104,GCF_002128165.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=CO103
2104,2104,GCF_002128185.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=K27
2104,2104,GCF_002128205.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=1006
2104,2104,GCF_002128235.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=1134
2104,2104,GCF_002128265.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=519
2104,2104,GCF_002128285.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=GA3
2104,2104,GCF_002147855.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=M129 2002
2104,2104,GCF_002355695.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=KCH-402
2104,2104,GCF_002355715.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=KCH-405
2104,2104,GCF_009939745.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=16-734
2104,2104,GCF_009939765.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=16-710
2104,2104,GCF_009939785.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=16-462
2104,2104,GCF_009939805.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=16-118
2104,2104,GCF_009939825.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=16-032
2104,2104,GCF_009939845.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=16-004
2104,2104,GCF_009939975.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=16-002
2104,2104,GCF_009940325.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=15-982
2104,2104,GCF_009940965.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=15-969
2104,2104,GCF_009941325.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=15-885
2104,2104,GCF_009941705.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=15-215
2104,2104,GCF_009942155.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=14-637
2104,2104,GCF_009942395.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=12-091
2104,2104,GCF_009942655.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=12-060
2104,2104,GCF_009942915.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-1384
2104,2104,GCF_009943205.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-994
2104,2104,GCF_009943505.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-949
2104,2104,GCF_009943805.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-634
2104,2104,GCF_009944075.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-473
2104,2104,GCF_009944335.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-212
2104,2104,GCF_009944725.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-174
2104,2104,GCF_009945165.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-129
2104,2104,GCF_009945535.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=11-107
2104,2104,GCF_009945865.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=10-1385
2104,2104,GCF_009946285.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=10-1257
2104,2104,GCF_009946845.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=10-1213
2104,2104,GCF_009947205.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=10-1110
2104,2104,GCF_009947575.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=10-1059
2104,2104,GCF_009947985.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=10-1048
2104,2104,GCF_009948395.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=10-980
2104,2104,GCF_900660465.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae,strain=NCTC10119
2107,2107,GCF_900660575.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis pulmonis,strain=NCTC10139
2109,2109,GCF_002009055.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis synoviae,strain=86079-7NS
2109,2109,GCF_003147565.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis synoviae,strain=MS-H
2109,2109,GCF_003586085.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis synoviae,strain=MS-H
2109,2109,GCF_009671165.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis synoviae,strain=HN01
2109,2109,GCF_013393745.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis synoviae,strain=86079/7NS
2109,2109,GCF_900475235.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis synoviae,strain=NCTC10124
2110,2110,GCF_000089865.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis agalactiae,strain=5632
2110,2110,GCF_900088695.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis agalactiae,
2111,2111,GCF_900660715.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma arthritidis,strain=NCTC10162
2112,2112,GCF_002356075.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis bovigenitalium,strain=HAZ596
2112,2112,GCF_900660525.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis bovigenitalium,strain=NCTC10122
2113,2113,GCF_000695835.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,strain=ST-6
2113,2113,GCF_003925935.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,strain=HAZ106_1
2113,2113,GCF_003925955.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,strain=HAZ106_1erythromycin
2113,2113,GCF_003925975.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,strain=HAZ106_1lincomycin
2113,2113,GCF_003967215.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,strain=HAZ160_1erythromycin
2113,2113,GCF_003967235.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis californica,strain=HAZ160_1lincomycin
2116,2116,GCF_900660615.1,Bacteria,,Tenericutes,,Mycoplasmoidales,Mycoplasmoidaceae,Malacoplasma,Mycoplasma iowae,strain=NCTC10185
2120,2120,GCF_900660485.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma neurolyticum,strain=NCTC10166
2121,2121,GCF_900660435.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma orale,strain=NCTC10112
2123,2123,GCF_900476175.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma putrefaciens,strain=NCTC10155
2124,2124,GCF_900660445.2,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma salivarium,strain=NCTC10113
2130,2130,GCF_006716625.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma urealyticum,strain=132
2130,2130,GCF_006777105.1,Bacteria,,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma urealyticum,strain=315
2133,2133,GCF_001886855.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=R8-A2
2133,2133,GCF_007993715.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=CC-2
2133,2133,GCF_010587055.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=BR12
2133,2133,GCF_010587105.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=LB 319
2133,2133,GCF_010587175.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=C189
2133,2133,GCF_010587255.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=BLH-13
2133,2133,GCF_010587305.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=BLH-MB
2133,2133,GCF_013113755.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma citri,strain=C5
2134,2134,GCF_005222125.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma melliferum,strain=microbial
2139,2139,GCF_002163565.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma clarkii,strain=CN-5
2139,2139,GCF_002795265.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma clarkii,strain=CN-5
2143,2143,GCF_004379335.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma gladiatoris,strain=TG-1
2148,2148,GCF_900476025.1,Bacteria,,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii,strain=NCTC10116
2149,2149,GCF_002749675.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma entomophilum,strain=TAC
2149,2149,GCF_002804125.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma entomophilum,strain=TAC
2151,2151,GCF_002504365.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,strain=GF1
2151,2151,GCF_002504385.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,strain=PPA1
2151,2151,GCF_002999255.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,strain=MouA-2
2151,2151,GCF_002999275.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,strain=CnuA-2
2151,2151,GCF_002999295.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,strain=W23
2151,2151,GCF_002999415.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,strain=MQ3
2151,2151,GCF_002999435.1,Bacteria,,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,Mesoplasma florum,strain=BARC 787
